Time,HipCenter.X,HipCenter.Y,HipCenter.Z,Spine.X,Spine.Y,Spine.Z,ShoulderCenter.X,ShoulderCenter.Y,ShoulderCenter.Z,Head.X,Head.Y,Head.Z,ShoulderLeft.X,ShoulderLeft.Y,ShoulderLeft.Z,ElbowLeft.X,ElbowLeft.Y,ElbowLeft.Z,WristLeft.X,WristLeft.Y,WristLeft.Z,HandLeft.X,HandLeft.Y,HandLeft.Z,ShoulderRight.X,ShoulderRight.Y,ShoulderRight.Z,ElbowRight.X,ElbowRight.Y,ElbowRight.Z,WristRight.X,WristRight.Y,WristRight.Z,HandRight.X,HandRight.Y,HandRight.Z,HipLeft.X,HipLeft.Y,HipLeft.Z,KneeLeft.X,KneeLeft.Y,KneeLeft.Z,AnkleLeft.X,AnkleLeft.Y,AnkleLeft.Z,FootLeft.X,FootLeft.Y,FootLeft.Z,HipRight.X,HipRight.Y,HipRight.Z,KneeRight.X,KneeRight.Y,KneeRight.Z,AnkleRight.X,AnkleRight.Y,AnkleRight.Z,FootRight.X,FootRight.Y,FootRight.Z
11.167,-0.03,-0.22,1.65,-0.03,-0.16,1.7,-0.04,0.19,1.71,-0.02,0.37,1.68,-0.19,0.08,1.69,,,,,,,,,,0.16,0.08,1.66,0.19,-0.13,1.53,0.06,0.02,1.33,0.02,0.07,1.27,-0.11,-0.29,1.64,-0.12,-0.62,1.71,,,,,,,0.05,-0.29,1.62,0.06,-0.62,1.68,,,,,,
11.206,-0.03,-0.22,1.65,-0.03,-0.16,1.7,-0.04,0.19,1.71,-0.02,0.37,1.68,-0.19,0.08,1.69,,,,,,,,,,0.15,0.08,1.66,0.18,-0.13,1.52,0.05,-0.11,1.34,0.06,-0.06,1.35,-0.11,-0.29,1.64,-0.12,-0.62,1.7,,,,,,,0.05,-0.29,1.62,0.06,-0.62,1.68,,,,,,
11.234,-0.03,-0.22,1.65,-0.03,-0.16,1.7,-0.04,0.19,1.71,-0.02,0.37,1.68,-0.19,0.08,1.69,,,,,,,,,,0.14,0.07,1.66,0.19,-0.13,1.54,0.06,-0.13,1.35,0.06,-0.11,1.34,-0.11,-0.29,1.64,-0.12,-0.62,1.7,,,,,,,0.05,-0.29,1.62,0.06,-0.62,1.68,,,,,,
11.274,-0.03,-0.22,1.65,-0.03,-0.16,1.7,-0.04,0.19,1.71,-0.01,0.37,1.68,-0.19,0.08,1.69,,,,,,,,,,0.14,0.07,1.66,0.18,-0.14,1.56,0.07,-0.21,1.37,0.06,-0.19,1.35,-0.11,-0.29,1.64,-0.12,-0.62,1.7,,,,,,,0.04,-0.29,1.62,0.06,-0.62,1.68,,,,,,
11.303,-0.04,-0.22,1.64,-0.03,-0.16,1.7,-0.04,0.19,1.71,-0.01,0.37,1.68,-0.19,0.08,1.69,,,,,,,,,,0.14,0.07,1.66,0.18,-0.14,1.57,0.08,-0.24,1.39,0.08,-0.25,1.37,-0.11,-0.29,1.64,-0.12,-0.62,1.7,,,,,,,0.04,-0.29,1.62,0.06,-0.62,1.68,,,,,,
11.334,-0.04,-0.22,1.64,-0.03,-0.16,1.7,-0.04,0.19,1.71,-0.01,0.37,1.68,-0.19,0.08,1.69,,,,,,,,,,0.14,0.07,1.66,0.18,-0.14,1.57,0.09,-0.26,1.4,0.06,-0.3,1.34,-0.12,-0.29,1.64,-0.12,-0.62,1.7,,,,,,,0.04,-0.29,1.62,0.07,-0.61,1.68,,,,,,
11.37,-0.04,-0.22,1.64,-0.04,-0.16,1.7,-0.04,0.19,1.71,-0.01,0.37,1.68,-0.19,0.08,1.69,,,,,,,,,,0.14,0.07,1.66,0.17,-0.15,1.57,0.09,-0.27,1.4,0.06,-0.3,1.34,-0.12,-0.29,1.63,-0.12,-0.62,1.7,,,,,,,0.04,-0.29,1.62,0.07,-0.62,1.68,,,,,,
11.403,-0.04,-0.22,1.64,-0.04,-0.16,1.7,-0.04,0.19,1.71,-0.01,0.37,1.68,-0.19,0.08,1.69,,,,,,,,,,0.14,0.07,1.66,0.17,-0.15,1.57,0.09,-0.26,1.4,0.06,-0.29,1.35,-0.12,-0.29,1.63,-0.12,-0.62,1.7,,,,,,,0.04,-0.29,1.62,0.07,-0.61,1.68,,,,,,
11.435,-0.04,-0.22,1.64,-0.04,-0.16,1.7,-0.04,0.19,1.71,-0.01,0.37,1.68,-0.19,0.08,1.69,,,,,,,,,,0.14,0.07,1.66,0.17,-0.14,1.58,0.09,-0.24,1.39,0.07,-0.25,1.36,-0.12,-0.29,1.63,-0.12,-0.62,1.7,,,,,,,0.04,-0.29,1.62,0.07,-0.62,1.68,,,,,,
11.471,-0.04,-0.22,1.64,-0.04,-0.16,1.7,-0.04,0.19,1.71,-0.01,0.37,1.68,-0.19,0.08,1.69,,,,,,,,,,0.14,0.07,1.67,0.21,-0.15,1.59,0.1,-0.2,1.4,0.07,-0.2,1.36,-0.12,-0.29,1.64,-0.12,-0.62,1.7,,,,,,,0.04,-0.29,1.62,0.07,-0.62,1.68,,,,,,
11.504,-0.04,-0.22,1.64,-0.04,-0.16,1.7,-0.04,0.19,1.71,-0.01,0.37,1.68,-0.19,0.08,1.69,,,,,,,,,,0.13,0.07,1.67,0.22,-0.15,1.6,0.1,-0.17,1.4,0.08,-0.18,1.37,-0.12,-0.29,1.64,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.62,0.07,-0.62,1.68,,,,,,
11.534,-0.04,-0.22,1.64,-0.04,-0.16,1.7,-0.04,0.19,1.71,-0.01,0.37,1.68,-0.19,0.08,1.69,,,,,,,,,,0.14,0.07,1.67,0.22,-0.15,1.59,0.1,-0.15,1.39,0.08,-0.14,1.35,-0.11,-0.29,1.64,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.62,0.06,-0.62,1.68,,,,,,
11.57,-0.04,-0.22,1.65,-0.04,-0.16,1.7,-0.04,0.19,1.71,-0.01,0.37,1.68,-0.19,0.08,1.69,,,,,,,,,,0.14,0.07,1.66,0.21,-0.15,1.56,0.08,-0.13,1.37,0.07,-0.1,1.32,-0.11,-0.29,1.64,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
11.602,-0.04,-0.22,1.65,-0.03,-0.16,1.7,-0.04,0.19,1.71,-0.01,0.37,1.69,-0.19,0.08,1.69,,,,,,,,,,0.13,0.07,1.67,0.21,-0.15,1.56,0.08,-0.13,1.37,0.06,-0.08,1.32,-0.11,-0.29,1.64,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
11.634,-0.04,-0.22,1.65,-0.03,-0.16,1.7,-0.04,0.19,1.71,-0.01,0.37,1.69,-0.19,0.08,1.69,,,,,,,,,,0.14,0.07,1.67,0.21,-0.14,1.56,0.08,-0.11,1.37,0.06,-0.06,1.32,-0.11,-0.29,1.64,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
11.669,-0.04,-0.22,1.65,-0.03,-0.16,1.7,-0.04,0.19,1.71,-0.01,0.37,1.69,-0.19,0.08,1.69,,,,,,,,,,0.14,0.07,1.67,0.21,-0.14,1.55,0.07,-0.11,1.37,0.06,-0.05,1.32,-0.11,-0.29,1.64,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
11.703,-0.04,-0.22,1.65,-0.03,-0.16,1.7,-0.04,0.19,1.71,-0.01,0.37,1.69,-0.19,0.08,1.69,,,,,,,,,,0.14,0.07,1.67,0.2,-0.13,1.55,0.07,-0.11,1.36,0.06,-0.05,1.32,-0.11,-0.29,1.64,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
11.733,-0.04,-0.22,1.65,-0.03,-0.16,1.7,-0.04,0.19,1.71,-0.01,0.37,1.69,-0.19,0.07,1.69,,,,,,,,,,0.14,0.07,1.67,0.19,-0.13,1.53,0.05,-0.1,1.35,0.05,-0.05,1.33,-0.11,-0.29,1.64,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
11.77,-0.04,-0.22,1.65,-0.03,-0.16,1.7,-0.04,0.19,1.71,-0.01,0.37,1.69,-0.19,0.08,1.69,,,,,,,,,,0.14,0.07,1.67,0.18,-0.13,1.53,0.05,-0.1,1.35,0.05,-0.06,1.33,-0.11,-0.29,1.64,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
11.801,-0.04,-0.22,1.65,-0.03,-0.16,1.7,-0.04,0.19,1.71,-0.01,0.37,1.69,-0.19,0.08,1.69,,,,,,,,,,0.14,0.07,1.66,0.18,-0.13,1.53,0.04,-0.12,1.35,0.04,-0.07,1.33,-0.11,-0.29,1.64,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
11.835,-0.03,-0.22,1.65,-0.03,-0.16,1.7,-0.04,0.19,1.71,-0.01,0.37,1.69,-0.19,0.08,1.69,,,,,,,,,,0.13,0.06,1.66,0.18,-0.13,1.54,0.04,-0.12,1.36,0.03,-0.09,1.33,-0.11,-0.29,1.64,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
11.871,-0.03,-0.22,1.65,-0.03,-0.16,1.7,-0.04,0.19,1.71,-0.01,0.37,1.69,-0.2,0.08,1.69,,,,,,,,,,0.13,0.06,1.66,0.18,-0.13,1.54,0.03,-0.15,1.37,0.02,-0.12,1.33,-0.11,-0.29,1.64,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
11.902,-0.03,-0.22,1.65,-0.03,-0.16,1.7,-0.04,0.19,1.71,-0.01,0.37,1.69,-0.2,0.08,1.69,,,,,,,,,,0.13,0.06,1.66,0.17,-0.13,1.54,0.02,-0.17,1.38,0.01,-0.15,1.35,-0.11,-0.29,1.64,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
11.934,-0.03,-0.22,1.65,-0.03,-0.16,1.7,-0.04,0.19,1.71,-0.01,0.37,1.69,-0.2,0.08,1.69,,,,,,,,,,0.13,0.06,1.66,0.17,-0.15,1.54,0.01,-0.18,1.39,-0.02,-0.16,1.36,-0.11,-0.29,1.64,-0.13,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
11.97,-0.03,-0.22,1.65,-0.03,-0.16,1.7,-0.04,0.19,1.71,-0.01,0.37,1.69,-0.2,0.08,1.69,,,,,,,,,,0.13,0.06,1.66,0.16,-0.15,1.55,-0.02,-0.19,1.41,-0.09,-0.18,1.36,-0.1,-0.29,1.64,-0.13,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
11.996,-0.03,-0.22,1.65,-0.03,-0.16,1.71,-0.04,0.19,1.71,-0.01,0.37,1.69,-0.2,0.08,1.69,,,,,,,,,,0.13,0.06,1.66,0.15,-0.15,1.54,-0.03,-0.19,1.41,-0.16,-0.2,1.39,-0.1,-0.29,1.65,-0.13,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
12.029,-0.03,-0.22,1.65,-0.03,-0.16,1.71,-0.04,0.19,1.71,-0.01,0.37,1.69,-0.2,0.08,1.69,,,,,,,,,,0.13,0.06,1.66,0.15,-0.15,1.54,-0.04,-0.19,1.43,-0.14,-0.19,1.43,-0.1,-0.29,1.65,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
12.065,-0.03,-0.22,1.65,-0.03,-0.16,1.71,-0.04,0.19,1.71,-0.01,0.37,1.69,-0.2,0.08,1.69,,,,,,,,,,0.13,0.06,1.66,0.15,-0.15,1.54,-0.05,-0.18,1.43,-0.14,-0.17,1.44,-0.1,-0.29,1.65,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
12.097,-0.03,-0.22,1.65,-0.03,-0.16,1.71,-0.04,0.19,1.71,-0.01,0.37,1.69,-0.2,0.08,1.69,,,,,,,,,,0.13,0.06,1.66,0.15,-0.15,1.54,-0.05,-0.16,1.44,-0.14,-0.14,1.44,-0.1,-0.29,1.65,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
12.134,-0.03,-0.22,1.65,-0.03,-0.16,1.71,-0.04,0.19,1.71,-0.01,0.37,1.7,-0.19,0.08,1.69,,,,,,,,,,0.13,0.06,1.66,0.15,-0.15,1.54,-0.05,-0.14,1.44,-0.1,-0.09,1.43,-0.1,-0.29,1.65,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
12.17,-0.03,-0.22,1.65,-0.03,-0.16,1.71,-0.04,0.19,1.71,-0.01,0.37,1.7,-0.19,0.08,1.7,,,,,,,,,,0.13,0.06,1.66,0.16,-0.14,1.55,-0.03,-0.12,1.44,-0.12,-0.09,1.42,-0.1,-0.29,1.65,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
12.203,-0.03,-0.22,1.65,-0.03,-0.16,1.71,-0.04,0.19,1.71,,0.37,1.7,-0.19,0.08,1.7,,,,,,,,,,0.13,0.06,1.66,0.17,-0.14,1.55,-0.02,-0.1,1.43,-0.11,-0.07,1.41,-0.1,-0.29,1.65,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
12.233,-0.03,-0.22,1.65,-0.03,-0.16,1.71,-0.04,0.19,1.71,,0.37,1.7,-0.19,0.08,1.7,,,,,,,,,,0.13,0.06,1.66,0.17,-0.14,1.55,-0.01,-0.08,1.42,-0.1,-0.03,1.41,-0.1,-0.29,1.65,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
12.269,-0.03,-0.22,1.65,-0.03,-0.16,1.71,-0.04,0.19,1.71,,0.37,1.7,-0.19,0.08,1.7,,,,,,,,,,0.14,0.06,1.66,0.18,-0.14,1.55,0.01,-0.08,1.42,-0.09,-0.03,1.4,-0.1,-0.29,1.65,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
12.303,-0.03,-0.22,1.65,-0.03,-0.16,1.71,-0.04,0.19,1.72,,0.37,1.7,-0.19,0.08,1.7,,,,,,,,,,0.14,0.06,1.66,0.19,-0.14,1.55,0.02,-0.08,1.41,-0.05,-0.04,1.38,-0.1,-0.29,1.65,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
12.334,-0.03,-0.22,1.65,-0.03,-0.16,1.71,-0.04,0.19,1.72,,0.37,1.7,-0.19,0.08,1.7,,,,,,,,,,0.14,0.06,1.67,0.2,-0.13,1.55,0.03,-0.08,1.4,-0.03,-0.04,1.37,-0.1,-0.29,1.65,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
12.37,-0.03,-0.22,1.65,-0.03,-0.16,1.71,-0.04,0.19,1.72,,0.37,1.7,-0.19,0.08,1.7,,,,,,,,,,0.14,0.06,1.67,0.2,-0.13,1.56,0.05,-0.09,1.4,-0.01,-0.05,1.36,-0.1,-0.29,1.65,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
12.401,-0.03,-0.22,1.65,-0.03,-0.16,1.71,-0.04,0.19,1.72,,0.37,1.7,-0.19,0.08,1.7,,,,,,,,,,0.14,0.06,1.67,0.21,-0.13,1.56,0.06,-0.1,1.39,0.01,-0.06,1.35,-0.1,-0.29,1.65,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.63,0.06,-0.62,1.68,,,,,,
12.438,-0.03,-0.22,1.65,-0.03,-0.16,1.71,-0.04,0.19,1.72,,0.37,1.7,-0.19,0.08,1.7,,,,,,,,,,0.14,0.06,1.67,0.22,-0.13,1.57,0.07,-0.1,1.38,0.04,-0.07,1.34,-0.1,-0.29,1.65,-0.12,-0.62,1.71,,,,,,,0.04,-0.29,1.64,0.06,-0.62,1.68,,,,,,
12.469,-0.03,-0.22,1.65,-0.03,-0.16,1.71,-0.04,0.19,1.72,,0.37,1.7,-0.19,0.08,1.7,,,,,,,,,,0.14,0.06,1.67,0.22,-0.13,1.57,0.1,-0.12,1.37,0.07,-0.09,1.34,-0.1,-0.29,1.65,-0.12,-0.62,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.68,,,,,,
12.503,-0.03,-0.22,1.65,-0.03,-0.16,1.71,-0.04,0.19,1.72,,0.37,1.7,-0.19,0.08,1.69,,,,,,,,,,0.14,0.06,1.68,0.22,-0.13,1.57,0.11,-0.12,1.37,0.09,-0.1,1.34,-0.1,-0.29,1.65,-0.12,-0.63,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.68,,,,,,
12.536,-0.03,-0.22,1.65,-0.03,-0.16,1.71,-0.04,0.19,1.72,,0.37,1.7,-0.19,0.08,1.69,,,,,,,,,,0.14,0.06,1.68,,,,0.13,-0.13,1.36,0.12,-0.13,1.35,-0.1,-0.29,1.65,-0.12,-0.63,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.68,,,,,,
12.569,-0.03,-0.22,1.65,-0.03,-0.16,1.71,-0.04,0.19,1.72,,0.37,1.7,-0.19,0.08,1.69,,,,,,,,,,0.14,0.06,1.68,,,,0.12,-0.14,1.32,0.09,-0.14,1.24,-0.1,-0.29,1.64,-0.12,-0.63,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.68,,,,,,
12.602,-0.03,-0.22,1.65,-0.03,-0.16,1.71,-0.04,0.19,1.72,,0.37,1.7,-0.19,0.08,1.69,,,,,,,,,,0.14,0.06,1.68,0.21,-0.15,1.66,0.18,-0.17,1.37,0.18,-0.17,1.35,-0.1,-0.29,1.64,-0.12,-0.63,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.68,,,,,,
12.638,-0.03,-0.22,1.65,-0.03,-0.16,1.71,-0.04,0.19,1.72,,0.37,1.7,-0.19,0.08,1.69,,,,,,,,,,0.14,0.06,1.68,0.19,-0.15,1.64,0.25,-0.19,1.42,0.24,-0.2,1.41,-0.1,-0.29,1.64,-0.12,-0.63,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.68,,,,,,
12.67,-0.03,-0.22,1.65,-0.03,-0.16,1.71,-0.04,0.19,1.72,,0.37,1.71,-0.19,0.08,1.69,,,,,,,,,,0.14,0.06,1.68,0.19,-0.15,1.64,0.25,-0.2,1.42,0.27,-0.21,1.39,-0.1,-0.29,1.64,-0.11,-0.63,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.69,,,,,,
12.704,-0.03,-0.22,1.65,-0.03,-0.16,1.71,-0.03,0.19,1.72,,0.37,1.71,-0.19,0.08,1.69,,,,,,,,,,0.14,0.06,1.68,0.19,-0.15,1.64,0.27,-0.21,1.43,0.33,-0.23,1.38,-0.1,-0.29,1.64,-0.11,-0.63,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.69,,,,,,
12.738,-0.03,-0.22,1.65,-0.03,-0.16,1.71,-0.03,0.19,1.72,,0.37,1.71,-0.19,0.08,1.69,,,,,,,,,,0.14,0.06,1.68,0.2,-0.15,1.63,0.29,-0.21,1.43,0.39,-0.23,1.38,-0.1,-0.29,1.64,-0.11,-0.63,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.69,,,,,,
12.77,-0.03,-0.22,1.66,-0.03,-0.16,1.71,-0.03,0.19,1.72,,0.37,1.71,-0.19,0.08,1.69,,,,,,,,,,0.14,0.06,1.68,0.2,-0.15,1.63,0.29,-0.2,1.43,0.39,-0.21,1.38,-0.1,-0.29,1.64,-0.11,-0.62,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.69,,,,,,
12.803,-0.03,-0.22,1.66,-0.03,-0.16,1.71,-0.03,0.19,1.72,,0.37,1.71,-0.19,0.08,1.69,,,,,,,,,,0.14,0.06,1.68,0.2,-0.15,1.64,0.29,-0.19,1.43,0.36,-0.16,1.39,-0.1,-0.29,1.64,-0.11,-0.62,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.69,,,,,,
12.842,-0.03,-0.22,1.66,-0.03,-0.16,1.71,-0.03,0.19,1.72,,0.37,1.71,-0.19,0.08,1.69,,,,,,,,,,0.14,0.06,1.68,0.2,-0.15,1.64,0.28,-0.17,1.43,0.34,-0.15,1.39,-0.1,-0.29,1.64,-0.11,-0.62,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.69,,,,,,
12.866,-0.03,-0.22,1.66,-0.03,-0.16,1.71,-0.03,0.19,1.72,,0.37,1.71,-0.19,0.08,1.69,,,,,,,,,,0.14,0.06,1.68,0.2,-0.15,1.64,0.27,-0.16,1.42,0.31,-0.13,1.4,-0.1,-0.29,1.64,-0.11,-0.62,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.69,,,,,,
12.897,-0.03,-0.22,1.66,-0.03,-0.16,1.71,-0.03,0.19,1.72,,0.37,1.71,-0.19,0.08,1.69,,,,,,,,,,0.14,0.06,1.68,0.2,-0.15,1.64,0.26,-0.14,1.42,0.29,-0.12,1.39,-0.1,-0.29,1.64,-0.11,-0.62,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.69,,,,,,
12.933,-0.03,-0.22,1.66,-0.03,-0.16,1.71,-0.03,0.19,1.72,0.01,0.37,1.7,-0.19,0.08,1.69,,,,,,,,,,0.14,0.06,1.69,0.19,-0.15,1.65,0.25,-0.13,1.43,0.27,-0.11,1.4,-0.1,-0.29,1.64,-0.11,-0.62,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.69,,,,,,
12.969,-0.03,-0.22,1.66,-0.03,-0.16,1.71,-0.03,0.19,1.72,0.01,0.37,1.7,-0.19,0.08,1.69,,,,,,,,,,0.14,0.06,1.69,0.19,-0.15,1.65,0.23,-0.13,1.43,0.25,-0.11,1.4,-0.1,-0.29,1.64,-0.11,-0.63,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.69,,,,,,
13,-0.03,-0.22,1.66,-0.03,-0.16,1.71,-0.03,0.19,1.72,0.01,0.37,1.7,-0.19,0.08,1.69,,,,,,,,,,0.14,0.06,1.69,0.18,-0.15,1.65,0.22,-0.12,1.43,0.24,-0.1,1.4,-0.1,-0.29,1.65,-0.12,-0.63,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.69,,,,,,
13.04,-0.03,-0.22,1.66,-0.03,-0.16,1.71,-0.03,0.19,1.72,0.01,0.37,1.7,-0.19,0.08,1.69,,,,,,,,,,0.14,0.06,1.69,0.17,-0.15,1.65,0.21,-0.12,1.43,0.23,-0.1,1.4,-0.1,-0.29,1.65,-0.12,-0.63,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.69,,,,,,
13.066,-0.03,-0.22,1.66,-0.03,-0.16,1.71,-0.03,0.19,1.72,0.01,0.37,1.7,-0.19,0.08,1.69,,,,,,,,,,0.14,0.06,1.69,,,,0.2,-0.13,1.43,0.2,-0.11,1.4,-0.1,-0.29,1.65,-0.12,-0.63,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.69,,,,,,
13.1,-0.03,-0.22,1.66,-0.03,-0.16,1.71,-0.03,0.19,1.72,0.01,0.37,1.7,-0.19,0.08,1.69,,,,,,,,,,0.14,0.06,1.69,,,,0.17,-0.13,1.41,0.18,-0.11,1.39,-0.1,-0.29,1.65,-0.12,-0.63,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.69,,,,,,
13.136,-0.03,-0.22,1.66,-0.03,-0.16,1.71,-0.03,0.19,1.72,,0.37,1.7,-0.19,0.08,1.69,,,,,,,,,,0.14,0.06,1.69,0.24,-0.13,1.63,0.16,-0.14,1.4,0.16,-0.13,1.39,-0.1,-0.29,1.65,-0.12,-0.63,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.69,,,,,,
13.167,-0.03,-0.22,1.66,-0.03,-0.16,1.71,-0.03,0.19,1.72,,0.37,1.69,-0.19,0.08,1.69,,,,,,,,,,0.14,0.06,1.69,0.27,-0.14,1.67,0.13,-0.15,1.4,0.14,-0.14,1.38,-0.1,-0.29,1.65,-0.12,-0.63,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.69,,,,,,
13.201,-0.03,-0.22,1.66,-0.03,-0.16,1.71,-0.03,0.19,1.72,,0.37,1.69,-0.19,0.08,1.69,,,,,,,,,,0.14,0.07,1.68,0.27,-0.14,1.66,0.11,-0.18,1.41,0.11,-0.17,1.38,-0.1,-0.29,1.65,-0.12,-0.63,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.69,,,,,,
13.237,-0.03,-0.22,1.66,-0.03,-0.16,1.71,-0.03,0.19,1.72,,0.37,1.69,-0.19,0.08,1.7,,,,,,,,,,0.14,0.07,1.68,0.26,-0.15,1.66,0.1,-0.2,1.41,0.1,-0.18,1.38,-0.1,-0.29,1.65,-0.12,-0.63,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.69,,,,,,
13.268,-0.03,-0.22,1.66,-0.03,-0.16,1.71,-0.03,0.19,1.72,,0.37,1.69,-0.19,0.08,1.7,,,,,,,,,,0.14,0.07,1.68,0.26,-0.15,1.66,0.14,-0.22,1.48,0.09,-0.22,1.38,-0.1,-0.29,1.65,-0.12,-0.63,1.71,,,,,,,0.05,-0.29,1.64,0.06,-0.62,1.69,,,,,,
13.302,-0.03,-0.22,1.66,-0.03,-0.16,1.71,-0.03,0.19,1.72,,0.36,1.69,-0.19,0.08,1.7,,,,,,,,,,0.14,0.07,1.68,0.22,-0.17,1.62,0.11,-0.24,1.44,0.09,-0.24,1.39,-0.1,-0.29,1.65,-0.12,-0.63,1.71,,,,,,,0.05,-0.3,1.64,0.06,-0.62,1.69,,,,,,
13.336,-0.03,-0.22,1.66,-0.03,-0.16,1.71,-0.03,0.19,1.72,,0.36,1.69,-0.19,0.08,1.7,,,,,,,,,,0.14,0.07,1.68,0.23,-0.16,1.62,0.11,-0.24,1.44,0.06,-0.26,1.36,-0.11,-0.29,1.65,-0.12,-0.63,1.71,,,,,,,0.04,-0.3,1.64,0.06,-0.62,1.69,,,,,,
13.37,-0.03,-0.22,1.66,-0.03,-0.16,1.71,-0.03,0.18,1.73,,0.36,1.69,-0.19,0.08,1.7,,,,,,,,,,0.14,0.07,1.68,0.22,-0.17,1.6,0.09,-0.22,1.42,0.06,-0.25,1.36,-0.11,-0.29,1.65,-0.12,-0.63,1.71,,,,,,,0.04,-0.3,1.64,0.06,-0.62,1.69,,,,,,
13.399,-0.03,-0.22,1.66,-0.03,-0.16,1.71,-0.03,0.18,1.73,-0.01,0.36,1.69,-0.19,0.08,1.7,,,,,,,,,,0.14,0.07,1.68,0.2,-0.15,1.59,0.08,-0.2,1.4,0.07,-0.19,1.38,-0.11,-0.29,1.65,-0.12,-0.63,1.71,,,,,,,0.04,-0.3,1.64,0.06,-0.62,1.69,,,,,,
13.437,-0.03,-0.22,1.66,-0.03,-0.16,1.71,-0.03,0.18,1.73,-0.01,0.36,1.69,-0.19,0.08,1.7,,,,,,,,,,0.14,0.06,1.68,0.2,-0.15,1.58,0.07,-0.16,1.39,0.07,-0.14,1.38,-0.11,-0.29,1.65,-0.12,-0.63,1.71,,,,,,,0.04,-0.3,1.64,0.06,-0.62,1.69,,,,,,
